avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
154,IT,,0.747581191,2,,medium,0.867744881,3
257,management,,0.506019494,4,,high,0.560261095,2
203,sales,,0.849942852,4,,medium,0.769483343,2
286,support,,,5,,high,0.442351685,3
142,IT,,0.479522163,2,,low,0.427721397,3
187,engineering,,0.599422302,3,,low,0.774278976,3
252,sales,,,3,,medium,0.608743961,3
139,marketing,,0.585045996,2,,low,0.432417284,3
196,engineering,,0.579640132,5,,medium,1,3
204,product,,0.96427181,3,,low,0.807531308,2
226,sales,,0.742328541,4,,medium,0.824205789,3
161,engineering,,0.473469374,2,,low,0.479577124,3
251,support,,0.933900648,5,,medium,0.834529369,5
218,engineering,,1,5,,medium,0.852320558,5
158,finance,,0.944925849,3,,low,0.657296301,2
273,support,1,,3,,low,0.790493161,2
242,finance,,0.62652983,3,,low,0.864080224,3
296,engineering,,0.922566814,6,,low,0.092454606,4
158,support,,0.774128344,5,,low,0.817867382,2
171,,,0.943316209,4,,low,0.559023336,2
161,engineering,,0.81626972,6,,low,0.670800389,4
260,sales,1,0.535577733,4,,low,0.871313342,2
147,sales,,0.563476612,2,,medium,0.420196679,3
267,IT,,0.457430961,3,,medium,0.862967772,3
261,finance,,0.957504318,4,,low,0.521079014,3
263,product,,0.902560247,3,,medium,0.470955093,3
69,temp,,,1,,medium,,
254,sales,,0.993115237,7,,low,0.072602518,4
222,engineering,,0.734588095,5,,low,0.541810493,3
152,sales,,0.89341619,4,,medium,0.56194963,3
203,sales,,0.649947598,3,,low,0.544805264,3
224,support,1,0.528103617,4,,medium,0.765012292,4
246,,,0.518570813,5,,low,0.617457282,2
131,sales,,0.808679928,5,,low,0.277597011,5
256,,,0.622816019,4,,low,0.72390828,3
245,sales,,0.850785439,6,,medium,0.225083797,5
175,sales,,0.877362102,3,1,medium,0.726425819,3
286,IT,,0.918749715,6,,medium,0.085787319,4
222,,,0.690417558,4,1,high,0.741976675,3
234,sales,,0.791547506,3,,low,0.987982058,3
225,sales,,0.48420087,4,,medium,0.948228517,3
263,management,,0.802576502,6,,high,0.247401288,7
267,engineering,,,5,,low,0.661591659,3
140,sales,,0.398982506,4,,low,0.506271485,2
273,engineering,,,4,,low,0.906040257,2
151,management,,0.655299704,4,1,medium,0.928380463,3
169,finance,,0.815409121,4,,low,0.921359472,4
253,sales,,0.712256511,4,,low,0.594174858,2
151,IT,,,4,,high,0.618389766,3
133,support,,0.997095811,3,,low,0.674213953,3
235,engineering,,0.763196193,3,,high,0.243445098,4
144,management,,0.709270062,6,1,high,0.109063844,7
210,support,,0.823005886,4,,low,0.693132738,3
81,temp,,,1,,high,,
147,support,,0.501640463,3,,low,0.986296497,3
248,support,,0.691575168,4,,medium,0.215912015,3
235,support,1,,5,,low,0.944140922,3
240,marketing,1,0.498747108,3,,low,0.143220554,2
142,product,,0.441911861,6,,medium,0.568934598,3
161,marketing,,0.95589324,4,,low,0.733583034,3
134,IT,,0.528841135,2,,low,0.400464015,3
212,engineering,,0.988694937,3,,medium,0.776156145,3
81,temp,,,2,,medium,,
167,engineering,,0.952778091,4,,medium,0.627086252,2
174,IT,,0.784389266,6,,medium,0.422143358,10
132,support,,0.454622269,2,,medium,0.539719695,3
214,engineering,,0.519318032,4,,low,0.933588231,3
236,support,1,0.593433532,5,,high,0.577485311,4
202,sales,,0.698555031,5,,low,0.684068537,6
240,engineering,,0.949169908,4,,medium,0.826470701,6
246,support,,0.994831698,4,,low,0.508395443,3
195,marketing,,0.825241606,4,,low,0.741967042,3
230,engineering,,0.533454361,5,,low,0.752654151,2
257,,,0.945140354,3,,medium,0.99480965,2
234,marketing,,0.962254392,5,,medium,0.849573685,5
232,sales,,0.819492719,5,,low,0.216654064,3
255,management,,0.818115219,4,,low,0.791655913,5
226,support,,0.909431012,5,,low,0.827280658,6
133,engineering,,,5,,low,0.475211244,3
165,IT,,0.853617392,2,,medium,0.354283091,3
284,sales,,0.906134823,6,,low,0.098405786,4
258,IT,,0.728534234,3,,low,0.566671774,3
286,IT,,0.884234584,6,,medium,0.0858036,4
216,support,,0.505359272,5,,medium,0.631070658,3
233,sales,,0.584133326,3,1,medium,0.587232916,3
132,IT,,,2,,medium,0.380469078,3
169,IT,,0.715371715,4,,low,0.779457657,4
152,marketing,,0.510015868,3,,low,0.826530876,2
134,sales,,0.573718856,2,,low,0.438261854,3
151,sales,,0.592720408,3,,medium,0.944176113,3
188,sales,,0.478583283,3,,medium,0.437878362,7
231,sales,,,2,,low,0.532007864,2
267,sales,,0.502046177,4,,low,0.889302568,3
162,engineering,1,0.744426759,3,,medium,0.778188008,2
233,sales,,0.835392177,5,1,medium,0.622064074,7
186,product,,0.788452222,3,,medium,0.847315166,3
217,sales,,0.714475924,4,,medium,0.886431771,3
284,admin,,0.883544487,6,,low,0.104351344,4
193,finance,,0.492189949,4,,high,0.670355244,3
175,sales,,0.732899033,5,,low,0.796075642,3
167,management,,0.876366009,4,,high,0.588362311,4
101,temp,,,1,,medium,,
164,sales,,0.770425236,3,,medium,1,3
175,engineering,,0.896945612,4,,low,0.273110373,6
218,sales,,0.630527263,4,,low,0.879503142,3
160,support,,0.617626426,2,,low,0.647948102,4
187,sales,,0.852827469,4,,low,0.925610431,3
223,IT,,0.766142922,3,,low,0.737215499,4
256,support,,0.923410459,5,,medium,0.933200268,4
225,support,,0.80825168,4,,medium,0.972774297,2
277,product,,1,6,,medium,0.064147978,4
193,finance,,0.690123048,4,,low,0.994234972,4
230,engineering,1,0.868184833,3,,low,1,3
148,marketing,,0.55083482,2,,high,0.43260416,3
228,sales,,0.712507429,5,,high,0.790980034,2
211,sales,,0.486607434,3,,medium,0.909699824,7
164,sales,,0.749481297,4,,low,0.589632205,2
222,sales,,0.983886062,5,1,medium,0.869829283,3
182,sales,,0.474114199,2,,low,0.507736488,3
275,engineering,,0.803879056,6,,low,0.140371899,6
264,engineering,,0.941203516,3,,low,0.769957361,3
244,support,,0.557571172,4,,medium,0.282286195,2
236,sales,,0.906877205,3,,high,0.60326561,4
238,management,1,0.790329292,4,,medium,0.964558515,3
161,procurement,,,2,,medium,0.386641255,3
265,IT,,0.790513664,5,,low,0.666048805,3
229,marketing,,0.965469941,5,,medium,0.457796573,4
256,finance,,,5,,medium,0.735409084,3
208,engineering,1,0.896245645,4,,low,0.995902052,2
191,admin,,0.500744454,5,,medium,0.388534373,5
251,support,,0.597015831,2,,low,0.705352525,3
208,support,1,0.832147083,2,,medium,0.929779736,3
213,support,1,,3,,low,0.789453561,3
170,engineering,,0.778758511,2,,high,0.396276152,3
207,sales,,0.428800518,2,,medium,0.663526918,7
198,finance,,0.996171923,3,,low,0.508140103,4
190,engineering,,0.655489266,4,,medium,0.682223913,4
103,marketing,,0.409888156,2,,medium,0.65251696,8
208,IT,,0.607462135,5,,low,0.574723818,3
135,sales,,0.879560324,3,,medium,0.826480343,2
243,sales,,,4,,medium,0.741801486,3
271,engineering,,0.587848491,4,,high,0.506441158,3
100,engineering,,0.732744416,2,,low,0.672583372,4
226,sales,,0.612489919,4,,low,0.559706678,7
211,,,0.546557745,4,,low,0.355238206,4
185,management,,0.625242006,4,,low,0.523497242,3
245,support,,0.775809975,5,,high,0.696608749,4
225,engineering,,0.587842248,3,,low,0.57321196,2
160,IT,,0.707289715,3,,medium,0.817072392,2
190,management,1,0.623881965,4,,low,0.95281815,10
114,support,,0.697048499,5,,medium,0.635425479,6
139,IT,,0.477560172,3,,medium,0.235672768,4
217,engineering,,0.740401384,3,,medium,0.914119424,2
289,support,1,0.89141711,6,,low,0.05558326,4
242,engineering,,0.653826648,2,,low,0.284840783,6
180,finance,,0.603903602,3,,low,0.585569586,3
224,,1,0.51609682,5,,low,0.489607204,2
229,support,,0.98599927,3,,medium,0.80120648,6
184,engineering,,0.955987652,4,,medium,0.533697706,3
188,sales,,0.866271351,3,,low,0.666093325,4
278,support,,0.952914142,6,,medium,0.093098197,4
269,sales,1,0.78323142,5,,low,0.567539099,5
195,,,0.767618606,2,,low,0.579979716,3
271,IT,,0.973591698,5,,low,0.808291276,6
223,sales,1,0.678565516,3,,low,0.18968068,4
155,marketing,,0.473211523,2,,medium,0.324431848,3
218,engineering,1,0.564657446,2,,low,0.557591633,2
189,engineering,1,0.974992799,3,,high,0.678801754,3
247,management,,0.98922721,6,,medium,0.123806847,4
188,engineering,,0.757644998,4,,low,0.162288023,5
139,,,0.512444984,2,,low,0.384667816,3
156,engineering,,0.451953225,2,,medium,0.410197751,3
143,IT,,0.736903408,4,,medium,0.897821286,3
162,sales,,0.872361074,4,,medium,0.587701011,3
265,IT,,0.838128428,5,,low,0.694368718,3
244,support,,0.804287304,7,,low,0.096734976,4
162,sales,,0.616772709,3,,medium,0.787267017,2
149,sales,,0.544532685,2,,low,0.487469059,3
162,support,,0.97437868,3,,medium,0.513711972,4
173,engineering,,0.484482464,5,,medium,0.462348041,5
229,support,,0.890618209,4,,low,0.790750544,5
103,support,,0.350794945,2,,medium,0.481622204,3
149,support,,0.96575514,3,,medium,0.95271538,3
255,information_technology,,0.975631184,4,,medium,0.831154361,5
221,sales,,0.511660048,2,,low,0.461581212,6
154,product,,0.913899231,3,,medium,0.818018408,2
199,sales,1,0.778387804,5,,medium,0.967178906,10
181,product,,0.658602066,6,,high,0.832884951,4
103,marketing,,0.407526924,2,,medium,0.634173243,8
258,finance,,,3,,low,0.606530455,2
261,sales,,0.892054747,3,,low,0.886763115,4
87,temp,,,1,,medium,,
245,product,1,0.684581701,3,,low,0.977100492,2
243,engineering,,0.861494241,3,,medium,0.73594462,4
127,temp,1,,3,,medium,,
217,support,,,4,,medium,0.78331606,3
111,temp,,,2,,medium,,
242,sales,,0.930466603,3,,medium,0.705720073,8
115,marketing,1,0.391188496,5,,high,0.162576302,6
173,marketing,1,0.930391798,3,,medium,0.667821154,2
256,support,,0.929224342,6,,low,0.14157384,4
188,engineering,,0.539337444,4,,low,0.775273736,6
232,sales,,0.563006807,3,,low,0.788854712,2
156,product,,0.964466847,4,,medium,0.808346963,3
188,sales,,,6,,medium,0.13905901,3
168,management,,,5,,low,0.691571235,3
304,sales,,0.956159374,6,,low,0.144253627,4
167,sales,,,4,,low,0.74328106,2
148,sales,,0.690358375,4,,low,0.586470301,3
185,engineering,,0.613448588,5,,medium,0.747351561,4
141,sales,,0.485186838,2,,low,0.39455392,3
140,,,,2,,medium,0.456241749,3
211,support,,0.796905722,4,,medium,0.925088369,3
158,support,,0.564610244,4,,medium,0.661148593,3
310,,,0.81165342,7,,low,0.115140876,4
286,sales,,0.487640403,5,,high,0.476749098,4
304,engineering,,0.805589413,6,,medium,0.106212412,5
238,marketing,,0.918875769,5,,low,0.80777867,6
156,engineering,,0.53951671,2,,high,0.420357661,3
218,sales,,,3,,low,0.616719217,3
215,IT,,0.921001484,6,,low,0.989302264,4
175,IT,,0.518676586,6,,medium,0.180900316,5
236,marketing,,0.809518486,4,,medium,0.983543112,2
251,sales,,0.782069367,4,,high,0.82187235,3
198,support,,0.648090508,5,,high,0.166939696,4
131,IT,,,2,,low,0.433421613,3
151,marketing,,0.66310189,5,,medium,0.639370831,4
278,engineering,,0.627863175,5,,low,0.901878471,2
143,sales,,0.463822411,2,,low,0.404720661,3
234,IT,1,0.661544382,5,,medium,0.868895561,2
249,,,0.790220973,4,,medium,0.717356737,4
149,marketing,,0.685336846,4,,medium,0.891111427,3
136,marketing,,0.975354087,4,,medium,0.502397526,3
174,sales,,0.643608105,6,,medium,0.150714286,3
281,engineering,,0.892885179,7,,medium,0.149208532,4
157,product,,,5,,low,0.677617794,2
147,admin,,,2,,low,0.361634867,3
183,,,0.848282077,3,,low,0.534323552,2
196,sales,,0.604999181,3,,low,0.595814222,3
117,engineering,,,2,,low,0.361725069,3
214,engineering,,0.700425243,4,,low,0.763967134,2
171,engineering,,0.603064981,3,,low,0.806949175,3
163,finance,,0.509861081,3,,low,0.466081161,4
178,support,,0.551900359,2,,medium,0.469994299,2
150,support,,0.683099536,3,,medium,0.806845642,3
192,support,,0.607029051,3,,medium,0.733356361,2
255,engineering,,0.96015851,6,,low,0.122415644,4
168,product,,0.501448642,5,,medium,0.470955173,4
256,management,,0.750905326,4,,medium,0.651804187,4
217,information_technology,1,0.86863228,6,1,medium,0.629001946,4
240,engineering,,0.660130296,4,,low,0.788340619,3
244,sales,1,0.797012029,5,,medium,0.230668458,5
286,IT,,0.850348294,6,,medium,0.16226447,4
232,support,,0.858233165,3,,medium,0.669695676,2
171,finance,,0.49207084,2,,medium,0.369301479,3
173,sales,,0.516874733,4,,medium,0.714478683,3
180,IT,,0.758429026,4,,low,0.557767235,3
155,,,0.744889657,3,,low,0.860510966,3
135,support,,0.549770413,2,,low,0.383415657,3
267,IT,,,5,,low,0.909755979,3
145,support,,0.561191007,2,,low,0.426802396,3
219,support,,1,5,,low,0.788577992,5
137,IT,,0.901271414,4,,medium,0.794232043,3
257,support,,0.848083831,4,,medium,0.551892077,2
136,management,,,2,,low,0.383161372,3
293,sales,,0.963883809,7,,low,0.072629697,4
259,support,,0.529269266,3,,medium,0.719696486,3
158,sales,,,4,,low,0.525371776,2
238,engineering,,0.780647516,5,,medium,0.512641287,4
222,IT,,0.850456035,5,,low,0.850719314,5
82,temp,,,1,,medium,,
262,engineering,,0.814474711,4,,low,0.559075431,3
202,marketing,1,0.915217851,3,,medium,0.764497918,4
198,engineering,,0.849835042,3,,low,0.515092362,2
221,product,,0.979625768,5,,low,0.744243687,5
103,sales,,,5,,low,0.632826745,2
212,product,,0.533934517,4,,medium,0.488627359,7
240,sales,,0.902689492,4,,medium,0.815361361,3
225,admin,,0.92945129,4,1,medium,0.90937619,2
253,engineering,,0.990792572,4,,low,0.762709805,5
128,sales,,0.521315928,2,,low,0.449324482,3
209,sales,,0.662427585,4,,medium,0.744897107,3
239,sales,,0.84473312,4,,low,0.862606881,3
192,engineering,1,,5,,low,0.77444988,3
158,IT,,0.471042271,2,,low,0.373594679,3
245,IT,,0.934987551,5,,low,0.848211016,5
192,sales,,0.623719651,4,,medium,0.677442997,3
248,sales,,0.947831586,4,,low,0.930370643,5
273,sales,,0.962103646,4,,low,0.735736093,5
247,product,,0.791457157,3,,medium,0.990527808,2
155,IT,,0.462499294,4,,low,0.598426369,3
251,engineering,,0.904119312,4,,medium,0.867239061,5
111,management,,0.602408139,2,,high,0.582784612,2
234,finance,,0.719854079,3,,high,0.881479074,4
242,support,,0.652764059,4,,high,0.96200823,3
263,sales,,0.715068522,6,,low,0.732500461,6
155,engineering,,0.483362851,3,,medium,0.686224464,2
223,engineering,1,0.538664095,3,,low,0.893066403,4
133,,,0.588357787,3,,low,1,3
206,engineering,,0.639397474,5,,low,0.637491118,3
123,sales,,0.677863553,2,,medium,0.601716229,2
183,engineering,,0.802605429,3,,low,1,2
167,finance,,0.65205749,4,1,high,0.941288652,3
151,product,,0.725891794,4,,medium,0.491524955,3
235,management,,0.946496268,4,,medium,0.73021242,3
254,support,,0.738134669,6,,low,0.056498434,4
285,,,0.936925365,4,,low,0.534260548,2
279,sales,,0.906717818,6,,low,0.106136615,4
210,sales,1,0.846723533,5,,low,0.959368837,2
191,engineering,,0.584558489,4,,low,0.825101033,6
260,sales,,0.894108275,3,,low,0.889052173,2
274,engineering,,0.565158473,5,,medium,0.624981455,3
310,product,,0.901411066,2,,low,0.73573302,3
198,sales,,0.610341482,3,,medium,0.564556798,4
235,support,,0.85251099,5,,medium,0.759260875,5
275,IT,,0.396482669,4,,low,0.817460919,3
296,sales,,0.82364294,7,,low,0.098566442,4
181,engineering,,1,3,,medium,0.734667617,4
153,engineering,,0.440433537,2,,low,0.387069244,3
235,,,0.927379888,5,,low,1,3
252,admin,,0.748326354,5,,medium,0.596320803,3
154,support,,0.539030722,2,1,medium,0.404224723,3
272,IT,,0.695150574,3,,medium,0.625745787,10
148,finance,,0.745776533,3,,medium,0.46982354,2
294,finance,,0.577462982,6,,low,0.057350586,4
176,support,,0.383504066,3,,low,0.558371558,3
131,engineering,,0.411159083,3,,low,0.643799795,2
189,IT,,0.949344942,3,,low,0.856972662,6
226,IT,,0.521616193,3,,low,0.859910671,4
270,sales,1,0.82528678,3,1,medium,1,3
160,sales,,0.660968313,3,,medium,0.467964225,2
257,sales,,0.705895866,3,,low,0.739093964,3
232,support,,0.52741308,3,,low,0.569202647,2
179,engineering,,1,3,,low,0.844603151,2
254,support,,0.746495543,6,,low,0.108712817,4
148,information_technology,,0.983263326,4,,medium,0.525809108,3
143,engineering,,0.449199463,2,,high,0.4589318,3
260,sales,,0.768524335,3,,medium,0.810639235,2
132,marketing,,0.467500589,2,,low,0.408322617,3
230,sales,,0.752340837,3,,low,0.786881498,2
101,sales,1,0.666213349,3,,medium,0.564603701,2
207,engineering,,0.666692985,3,,low,0.6085739,3
263,management,,0.883813984,4,,medium,0.914840789,3
235,management,,0.943710382,2,,high,0.821003563,3
235,IT,,0.497802879,2,,medium,0.650848467,7
188,engineering,,0.876677772,3,,medium,0.889266633,4
199,sales,,0.776188596,5,,medium,0.782839884,2
147,support,,,3,,low,0.642946449,2
165,product,1,0.657591632,3,,medium,0.419625042,3
151,marketing,,,2,,low,0.406180891,3
189,finance,,0.642390582,3,,medium,0.809058406,3
199,engineering,,0.490908108,3,,medium,0.462736339,4
183,engineering,,,3,,medium,0.728457157,2
179,sales,,0.839559305,5,,low,0.869870103,3
293,marketing,,0.835000035,6,,medium,0.151785098,5
192,procurement,,1,3,,medium,0.596615922,4
261,finance,,0.986497886,4,,low,0.458490694,3
261,engineering,,,4,,low,0.969305136,3
292,engineering,,0.764248429,6,1,low,0.146239957,4
135,finance,,0.464795329,2,,medium,0.434371664,3
153,,1,0.892436353,3,,low,0.62539208,3
187,engineering,1,1,5,,medium,0.855239343,3
258,IT,,0.946290966,5,,medium,0.811521149,3
202,IT,,0.600236153,4,,medium,0.938891828,3
146,sales,1,0.80660141,3,,medium,0.477232806,2
257,IT,,0.905555058,5,,low,0.766013491,5
261,engineering,,0.735042762,4,,medium,0.816920455,3
265,finance,,1,5,,low,0.73023426,2
138,engineering,,0.640570558,4,,medium,0.936557234,3
159,engineering,,0.779350611,3,,medium,0.41352778,4
223,information_technology,,0.897099993,5,,medium,0.895458114,5
151,,,,4,,medium,0.676766517,3
236,,,0.641484374,3,,medium,0.907992203,3
120,temp,1,,2,,medium,,
188,support,,,4,,low,0.83598265,3
210,finance,,0.424571851,5,,low,0.212832526,5
221,support,,0.943520243,5,,medium,0.839017196,6
136,engineering,,0.608627827,4,,low,0.708726886,3
203,sales,,0.924980943,4,,low,1,2
154,marketing,,,2,,low,0.354381553,3
175,sales,,0.452950358,3,,medium,0.52142376,3
163,marketing,1,0.893856002,3,,medium,0.683583674,3
254,,1,0.779499847,5,,low,0.932284596,2
214,engineering,,0.412282308,4,,medium,0.286473374,4
136,,,0.519736363,2,,medium,0.390785433,3
232,engineering,,0.440859167,3,,medium,0.363224013,3
164,engineering,,0.949791226,3,,high,0.538578678,3
203,support,,0.760801738,2,,medium,0.8544272,4
167,support,,0.426863652,2,,medium,0.506305495,3
223,sales,,0.867044083,5,,low,0.782014936,5
149,support,,0.793808759,3,,medium,0.928151356,2
247,support,1,0.52960715,4,,low,0.687690942,2
145,product,,0.692695562,5,,medium,0.941951101,2
98,,,0.460061102,4,,medium,0.789978947,4
68,temp,,,1,,low,,
131,IT,,0.520172117,2,,low,0.376201615,3
156,sales,,0.632956582,5,,medium,0.635743216,4
234,engineering,,0.618304929,5,,low,0.956017667,6
154,sales,,0.688574238,3,,medium,0.48852936,2
171,sales,,0.770771358,3,,low,0.774993755,4
260,,,0.617395029,6,,high,0.198555429,4
186,product,,0.412582835,2,,low,0.492985571,2
234,IT,1,,3,,medium,0.923651286,2
156,engineering,,0.644014704,5,,medium,0.914251574,3
227,engineering,,0.742464077,4,,low,0.50034377,3
136,,,0.556047891,2,,medium,0.448167072,3
197,engineering,,0.599075879,4,,high,0.885332883,3
261,marketing,1,0.918224993,3,,medium,0.555673197,3
160,engineering,,0.53024452,2,,medium,0.468689845,3
255,sales,,0.899868804,3,,low,0.848403564,2
211,sales,,0.653017893,2,,medium,0.812776291,3
168,IT,,0.889984975,3,,medium,0.740451659,3
144,product,1,0.490113701,2,,low,0.379101876,3
217,engineering,1,1,5,,low,0.499648522,2
142,IT,,0.600115633,2,,medium,0.438997951,3
138,,,0.617044189,2,,medium,0.414880479,3
156,product,,0.655416253,3,,medium,0.756617901,4
108,sales,,0.492774259,5,,medium,0.397172911,3
272,information_technology,,0.628283738,3,,medium,0.956831644,3
224,,,0.566589833,3,,low,0.647426907,3
225,marketing,,,4,,medium,0.490046702,2
250,engineering,,0.587087482,4,,medium,0.824547495,3
178,product,,0.462155334,3,,low,0.877887007,2
150,engineering,,1,5,,medium,1,3
251,procurement,1,0.972011724,4,,low,0.525194423,4
163,engineering,,0.882168566,5,,low,0.793550033,3
296,engineering,,0.92604717,6,,medium,0.115763153,4
287,engineering,,0.546782386,3,,medium,0.580199669,6
147,product,,0.486408484,2,,medium,0.354270918,3
152,support,,1,5,,low,0.983713149,4
202,engineering,,0.592454621,4,,low,0.747905534,3
271,IT,,0.64974371,5,,high,0.746781151,2
139,management,,0.594875568,4,1,low,0.803364227,3
143,sales,,0.679725741,3,,low,0.491621782,2
213,sales,,0.972619021,5,,medium,0.686411196,3
258,sales,,,4,,medium,0.512982354,2
245,engineering,1,0.888866266,3,,low,0.600494673,3
231,sales,,0.491606387,4,,low,1,3
250,sales,,0.962092535,5,,low,0.799500077,5
211,sales,,0.926322826,3,,medium,0.786056423,3
268,marketing,,0.769206082,6,,low,0.08381329,4
155,sales,,0.635885922,3,1,low,0.481001465,3
238,finance,,0.690958477,4,,low,1,4
142,product,,0.734244371,3,,low,0.154791532,2
225,marketing,,0.464149275,4,,medium,0.939051549,3
240,engineering,,0.476667546,5,,high,0.568996848,3
256,sales,,0.682337563,4,1,medium,0.711932858,3
232,product,1,0.402804801,6,,low,1,2
275,,,0.869040916,6,,medium,0.0498743,4
230,engineering,,0.699520282,2,,low,0.657258947,3
160,support,,0.528436687,2,,low,0.490135289,3
193,engineering,,0.696039992,3,,medium,0.897200325,3
295,product,,0.831627236,7,,low,0.065763346,4
193,sales,,0.731097366,4,,medium,0.725609,3
127,,,0.432131941,2,,medium,0.393111416,3
137,engineering,1,0.941904634,5,,low,0.12959991,5
252,IT,1,0.847137125,4,,medium,0.677632429,3
176,sales,1,0.735900136,2,,low,0.205653155,3
247,engineering,,0.930701165,3,,medium,0.786223602,3
279,engineering,,0.950631851,6,,low,0.080043983,4
156,product,,0.649563862,5,,low,0.809892905,2
147,marketing,,0.505746646,2,,low,0.39009315,3
135,engineering,,0.520091634,2,,low,0.390102329,3
274,sales,1,0.577063061,4,,low,0.697687682,5
244,IT,,0.783376294,6,,low,0.135639971,4
251,,,0.802399379,4,,medium,0.772957052,6
251,product,,0.992606151,5,,low,0.989543215,4
275,IT,,0.467186591,4,,low,0.803584598,3
140,marketing,,0.565234861,3,,low,0.938683348,3
251,support,1,0.894618809,3,,medium,0.78659129,3
266,IT,,0.703674477,4,,medium,0.712871869,3
230,engineering,,0.966867081,4,,low,0.739080724,3
247,support,,0.992872039,3,,medium,0.841533332,3
147,product,,0.632213081,3,,low,0.919079463,3
229,product,,0.985661862,5,,low,0.831740513,5
267,engineering,,1,4,,medium,0.778741588,5
259,sales,1,0.706498739,4,,low,0.509028794,2
294,engineering,,0.789916723,6,,medium,0.146616363,4
137,support,,0.84790198,4,,medium,0.664667747,2
294,sales,,0.958812536,6,,medium,0.15304766,4
223,sales,,0.71095179,4,,high,0.77785058,3
141,engineering,,0.495236404,2,,medium,0.379167401,3
272,sales,,0.757555904,2,,medium,0.980717483,2
137,support,,0.539300507,2,,medium,0.390856818,3
158,support,,0.589664084,2,,low,0.396973466,3
153,finance,,0.498196097,2,,medium,0.340579691,3
236,marketing,,0.90356842,5,,medium,0.786718727,5
99,engineering,,0.378573071,2,,low,0.321091948,4
272,product,,0.734326585,3,,low,0.937416228,3
243,product,,0.810553583,4,,low,0.670916252,4
150,sales,,0.709741265,3,1,low,0.544153827,2
244,management,,,3,,medium,0.809566988,3
252,support,,0.902468999,3,,low,0.494555506,2
186,engineering,,0.577071631,5,,low,0.603811169,10
167,engineering,1,0.56953626,4,,medium,0.678740011,3
242,marketing,,0.801789766,4,,medium,0.626070122,3
160,sales,1,0.639511104,5,,medium,0.170488662,4
158,product,,,3,,medium,0.69433835,2
246,product,,0.496307837,3,,low,0.657714613,3
191,sales,1,0.568096512,4,1,medium,0.603054557,2
173,finance,,0.613569439,4,,medium,0.962655515,3
216,sales,,0.759386864,5,,low,0.727809903,2
145,sales,,0.521156596,2,,low,0.496750902,3
224,sales,1,0.876243942,4,,low,0.667009319,2
127,IT,,0.508424862,2,,low,0.355726132,3
255,support,,0.959193215,4,,medium,0.911233919,5
164,IT,,0.908505825,4,,low,0.924063338,4
236,engineering,1,0.796937509,4,,medium,0.936103702,3
237,IT,,0.638147452,4,,low,0.970314121,3
184,marketing,,0.470723532,4,,low,0.572528539,2
161,IT,,0.664163624,4,,low,0.846477457,4
116,procurement,,0.688417934,2,,low,0.30266213,3
181,support,,0.809681599,5,,high,0.665202124,3
273,sales,,0.870465072,4,,medium,0.921617944,10
118,product,,0.382034926,2,,high,0.477956061,2
254,sales,,0.845131089,5,,medium,1,5
160,sales,,,2,1,low,0.42309481,3
120,temp,,,2,,medium,,
267,engineering,,0.816435663,5,,low,0.932582659,4
172,engineering,,0.531942858,3,,medium,0.672212841,2
260,,,0.622614617,4,,low,0.523605976,3
256,engineering,,0.795117332,3,,medium,0.469468942,2
168,IT,,0.879795961,3,,low,0.196961237,4
120,procurement,,0.476084614,2,,low,0.435031841,3
201,sales,,0.578233422,5,,low,0.938394378,2
269,IT,,0.527728337,4,,medium,0.587378382,3
144,management,,0.74489586,3,,high,0.953599058,3
185,engineering,,0.708662126,4,,medium,0.714091898,4
162,engineering,,0.592206152,4,,low,0.88109667,2
185,sales,,0.737287154,3,,low,0.518197322,4
145,finance,,0.587576516,3,,low,0.515386054,4
156,sales,1,0.669351695,3,,high,0.897891265,3
158,support,,,2,,low,0.423326061,3
204,sales,,0.601790629,2,,high,0.822503043,3
193,,,,4,,medium,0.694171018,2
136,engineering,,0.482753991,2,,medium,0.392453767,3
169,IT,,0.43712814,2,,low,0.281240468,5
149,,,0.490635358,2,,low,0.390664238,3
188,sales,,0.673353972,3,,low,0.538766881,2
170,IT,,0.796614472,2,,low,0.670479714,5
138,IT,,,2,1,low,0.440890239,3
157,finance,,0.468993855,2,,low,0.482709672,3
253,admin,1,0.724374078,3,,low,0.572195519,5
306,support,,0.803626635,6,,low,0.153408262,4
247,sales,,0.800172743,3,,low,0.727642615,3
250,marketing,1,0.823108213,4,1,low,0.59006499,3
182,product,,0.605378165,2,,medium,0.422627922,2
170,support,,0.758173303,4,,medium,0.650560298,3
271,sales,,0.711658529,4,,low,0.656448295,3
232,sales,,0.913189052,5,,low,0.68128288,5
155,finance,,1,5,,low,0.923659128,3
164,support,,1,3,,medium,0.81522871,2
171,engineering,1,0.80037626,5,,low,0.18859176,3
220,support,,0.734484165,4,,low,0.347934251,3
238,sales,,0.389567557,4,,medium,0.14226813,3
210,management,,0.578500888,3,,medium,0.810849807,3
136,finance,,0.467734174,2,,low,0.310697092,3
235,procurement,,0.531604871,4,,medium,0.606755142,3
153,engineering,,0.886712706,3,,low,0.931572077,2
202,sales,,0.910092086,4,,medium,0.840967027,2
259,support,,0.916577685,6,,low,0.119981278,4
232,sales,,0.753922136,3,,low,0.666411065,3
192,sales,,,4,,medium,0.474680595,2
143,sales,,0.53182919,2,,low,0.346555609,3
