,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
12283,172,support,,0.794587517,5,,medium,0.613613694,Employed,4
12284,159,sales,,0.567599019,2,,low,0.379597636,Left,3
12285,151,IT,,0.786399919,2,,low,0.641407927,Employed,3
12286,269,finance,,0.994652476,4,,low,0.567056537,Employed,3
12287,161,IT,,0.916462014,4,,high,0.965804495,Employed,2
12288,227,information_technology,,0.610933421,5,,low,0.864610408,Employed,3
12289,156,sales,,0.426814736,2,,low,0.374554113,Left,3
12290,238,IT,,0.514195974,4,,medium,0.749890189,Employed,3
12291,161,IT,,0.785616842,4,,low,0.666778971,Employed,6
12292,169,information_technology,,0.903786545,5,,medium,0.749547457,Employed,3
12293,158,support,,0.820226769,5,,low,0.77022584,Employed,2
12294,264,engineering,,0.722492261,6,,low,0.169988034,Left,4
12295,180,support,,,3,,low,0.193073064,Employed,3
12296,233,marketing,1,0.928773373,5,,low,0.520238025,Employed,3
12297,225,product,,0.685435182,5,,medium,0.925740693,Employed,3
12298,140,support,,0.521143756,6,,medium,0.136313834,Employed,5
12299,271,sales,,0.52011817,4,,low,0.831256997,Employed,2
12300,239,IT,,0.890356698,3,,low,0.649530598,Employed,3
12301,151,sales,1,0.868181116,3,,low,0.981446059,Employed,6
12302,245,sales,,0.549431024,3,,medium,0.744337799,Employed,8
12303,251,support,,0.625848457,3,,medium,0.458980239,Employed,3
12304,190,engineering,,0.452116193,3,,medium,0.481729511,Employed,2
12305,233,engineering,1,0.583459602,3,,low,0.868227334,Employed,5
12306,168,engineering,,0.870339503,3,,medium,1,Employed,3
12307,241,sales,,0.968222377,5,,low,0.701728057,Left,5
12308,261,finance,,0.824813711,6,,medium,0.151973647,Left,4
12309,247,sales,,0.892586139,6,,medium,0.082449715,Left,4
12310,249,IT,,0.495679195,2,,high,0.9537962,Employed,2
12311,223,sales,,0.694380933,4,,low,0.547370172,Employed,4
12312,148,finance,,0.543947793,2,,medium,0.50788894,Left,3
12313,179,management,,0.778957905,4,,high,0.830824839,Employed,3
12314,182,,1,0.712669476,5,,medium,0.858717151,Employed,2
12315,216,engineering,,0.846628394,4,,low,0.547138014,Employed,2
12316,134,support,,0.588402987,2,,low,0.373409423,Left,3
12317,67,temp,,,2,,low,,Left,
12318,123,information_technology,,0.774735261,2,,medium,0.508124248,Employed,4
12319,263,marketing,1,0.853838075,4,,low,0.81199348,Left,5
12320,126,support,,0.406675025,2,,medium,0.365610999,Left,3
12321,145,sales,,0.416578416,3,1,medium,0.679091687,Employed,4
12322,219,sales,1,0.517558899,4,,medium,0.598769053,Employed,4
12323,218,support,1,0.608815557,5,,medium,0.145840368,Employed,4
12324,160,product,,0.545405739,5,,low,0.890643343,Employed,4
12325,151,support,,0.614739178,3,,low,0.275477966,Employed,3
12326,147,sales,,0.610603229,2,,low,0.39596372,Left,3
12327,209,procurement,1,0.501377601,5,,low,0.596399488,Employed,8
12328,237,IT,,0.759585495,6,,medium,0.182086384,Employed,5
12329,263,sales,,0.976342379,5,,low,0.737583573,Left,6
12330,205,sales,,0.7662965,4,,low,0.666090678,Employed,3
12331,152,IT,,0.698158158,5,,medium,0.437489241,Employed,6
12332,155,sales,1,0.474133692,2,,medium,0.424516132,Left,3
12333,156,,1,0.890071068,2,,medium,0.598193204,Employed,3
12334,205,finance,,0.901329039,5,,medium,0.612306492,Employed,3
12335,232,sales,,0.743681274,5,,low,0.908143961,Employed,3
12336,216,management,,0.834626551,3,,medium,0.750479081,Employed,8
12337,229,management,,0.962049873,5,,low,0.799075852,Left,5
12338,72,temp,,,1,,medium,,Left,
12339,267,finance,,0.840516868,5,,medium,0.198368171,Employed,4
12340,149,procurement,,0.569841249,3,1,low,0.151096636,Employed,4
12341,241,,,0.969454655,4,,low,0.836364556,Left,5
12342,158,engineering,,0.573088927,4,,medium,0.874101257,Employed,3
12343,218,management,,0.598379804,3,,low,0.911928327,Employed,3
12344,224,finance,,0.877646534,3,,medium,0.555114202,Employed,3
12345,209,finance,,0.701343256,3,,medium,0.928217649,Employed,3
12346,134,marketing,,0.716895559,3,,medium,0.779685889,Employed,3
12347,191,IT,,0.474631134,4,,low,0.151565021,Employed,5
12348,136,IT,,0.610224765,3,,medium,0.703259871,Employed,2
12349,137,engineering,,0.523044056,2,,medium,0.36326303,Left,3
12350,231,management,1,0.748416596,3,,high,0.706380914,Employed,2
12351,152,IT,,0.521294101,2,,low,0.332209931,Left,3
12352,174,engineering,,0.822596543,3,,low,0.652170415,Employed,3
12353,149,marketing,,0.416883131,2,,high,0.421877749,Left,3
12354,133,engineering,,0.662613748,5,,medium,0.648253153,Employed,10
12355,142,sales,,0.567780146,2,,medium,0.372355051,Left,3
12356,274,product,,0.97943394,5,,medium,0.869195174,Left,5
12357,212,management,,0.890680493,2,,high,0.453723818,Employed,2
12358,158,IT,,0.783454625,4,,high,0.7353535,Employed,3
12359,142,marketing,,0.766570375,3,,low,0.617466254,Employed,3
12360,133,sales,,0.65584392,3,,low,0.261327977,Employed,6
12361,235,management,,0.918922625,5,,low,0.628632399,Employed,2
12362,259,sales,,0.511250385,4,,low,0.956443607,Employed,3
12363,228,sales,,0.722962067,3,,medium,0.837384964,Employed,3
12364,301,IT,,0.793651155,6,,medium,0.147256202,Left,5
12365,273,engineering,,0.956513668,5,,medium,0.170904437,Employed,4
12366,165,engineering,,0.772913448,4,,high,1,Employed,3
12367,153,admin,,0.592233749,4,,medium,0.986520769,Employed,3
12368,233,sales,,0.467708258,4,,medium,0.779214734,Employed,3
12369,131,marketing,,0.480343424,2,,medium,0.385684175,Left,3
12370,224,sales,1,0.891648384,4,,low,0.711522705,Employed,2
12371,204,IT,,0.975234902,4,,low,0.212498718,Employed,6
12372,205,sales,1,0.529033972,5,,medium,1,Employed,2
12373,158,product,,0.438627224,2,,medium,0.595297298,Employed,2
12374,157,sales,,0.545804645,2,,high,0.83615291,Employed,6
12375,151,sales,,0.554599396,2,,low,0.407888409,Left,3
12376,168,support,,,4,,low,0.701477819,Employed,2
12377,239,,,0.837363803,4,,high,0.571566087,Employed,4
12378,236,IT,,0.39048894,2,,medium,0.786020808,Employed,3
12379,142,IT,,0.404276854,2,,low,0.425878312,Left,3
12380,244,engineering,,0.746558192,5,,low,0.83844909,Employed,2
12381,164,engineering,,0.789713554,4,,high,0.78087199,Employed,3
12382,155,engineering,1,0.789051461,4,,low,1,Employed,3
12383,182,,,0.884220314,5,,low,0.777148998,Employed,2
12384,155,,1,0.485023768,4,,low,0.757519611,Employed,2
12385,249,support,,0.70715988,5,,medium,0.963572045,Employed,3
12386,198,management,,0.615796106,4,,low,1,Employed,2
12387,268,sales,,0.55853943,3,,low,0.909651669,Employed,3
12388,132,product,,0.656206682,3,,low,0.364549769,Employed,3
12389,139,IT,,0.519587536,2,,low,0.417860817,Left,3
12390,206,procurement,,0.620555413,4,,medium,0.596786725,Employed,3
12391,67,temp,,,3,,high,,Employed,
12392,264,engineering,,0.699658523,5,,low,0.457599664,Employed,2
12393,193,sales,1,,3,,low,0.464823386,Employed,2
12394,192,sales,,0.92844829,4,,high,0.611924634,Employed,2
12395,210,marketing,1,0.486872307,3,,medium,0.887810735,Employed,4
12396,216,management,,0.691124241,3,,medium,0.563263256,Employed,4
12397,130,management,,1,5,,high,0.361772651,Employed,4
12398,157,sales,,0.526456129,2,,low,0.468132184,Left,3
12399,135,sales,,,2,,low,0.455705932,Left,3
12400,206,sales,,0.880262181,4,,medium,0.80108967,Employed,2
12401,269,sales,,0.512373486,4,,high,0.798526359,Employed,3
12402,268,sales,,0.907496006,4,,low,0.781508279,Employed,3
12403,154,,,0.753180948,3,,medium,0.623976835,Employed,2
12404,167,sales,,0.971474285,5,,medium,1,Employed,3
12405,237,sales,,0.957488673,4,,low,0.719638101,Left,5
12406,189,product,,0.834799134,2,,low,0.484493395,Employed,5
12407,236,sales,,0.964364324,5,,medium,0.842104647,Left,5
12408,179,management,,0.998671517,3,,high,0.890488342,Employed,8
12409,100,temp,,,1,,medium,,Employed,
12410,127,admin,,0.54995323,2,,medium,0.360304905,Left,3
12411,144,finance,,0.818731727,3,,medium,0.734638078,Employed,2
12412,178,IT,,0.617444596,3,,medium,0.797249459,Employed,2
12413,191,engineering,1,,5,,high,0.571234318,Employed,3
12414,160,engineering,,0.580092404,2,,low,0.375959809,Left,3
12415,149,sales,,0.656190156,3,,medium,0.804735357,Employed,2
12416,152,marketing,1,0.806726309,4,,low,0.787559108,Employed,2
12417,295,support,,0.843829298,6,,medium,0.096688353,Left,4
12418,145,support,,0.553785565,2,,low,0.415743571,Left,3
12419,218,product,1,0.911487849,6,,high,0.20329869,Employed,6
12420,166,support,,,3,,low,0.76636455,Employed,2
12421,132,sales,,0.484984993,2,,low,0.360003435,Left,3
12422,198,IT,,0.963460235,4,,high,0.57015462,Employed,2
12423,192,IT,,0.571244996,3,,low,0.641262964,Employed,2
12424,113,procurement,,0.406523886,2,1,medium,0.376935051,Employed,3
12425,127,sales,,0.568460948,2,,medium,0.448143629,Left,3
12426,243,admin,,0.559980983,3,,low,0.59630375,Employed,2
12427,274,engineering,,1,4,,low,0.930129449,Left,6
12428,149,IT,,0.549294179,5,,medium,0.867258622,Employed,4
12429,146,sales,1,0.530165313,3,,low,0.782775189,Employed,2
12430,275,sales,,0.765932015,6,,low,0.136908176,Left,4
12431,266,sales,,0.806179645,6,,low,0.151576868,Left,4
12432,145,sales,,0.592700107,2,,low,0.484115827,Left,3
12433,134,admin,,0.700876358,6,,high,0.455986096,Employed,8
12434,131,sales,,0.441817141,2,,low,0.430121547,Left,3
12435,195,,,0.465844274,4,,low,0.625976812,Employed,3
12436,234,IT,,0.822409715,4,,low,0.727367268,Employed,3
12437,183,support,,0.938326206,4,,low,0.906029992,Employed,3
12438,247,engineering,,0.848213714,6,,low,0.134920019,Left,4
12439,291,sales,,0.798204297,7,,high,0.12294484,Left,4
12440,264,,,0.812690143,3,,low,0.745623865,Employed,3
12441,92,temp,,,1,,low,,Employed,
12442,139,sales,,0.776091145,4,,low,0.640210456,Employed,3
12443,118,temp,1,,1,,low,,Employed,
12444,204,sales,1,0.505298885,6,,low,0.178779248,Employed,6
12445,197,IT,,0.960157376,3,,medium,0.767948769,Employed,3
12446,157,IT,,0.589940111,3,,medium,0.546338447,Employed,3
12447,144,sales,,0.478546921,3,,medium,0.950383559,Employed,3
12448,185,support,,1,3,,medium,0.573864733,Employed,2
12449,261,engineering,,0.891078203,4,,medium,0.644068509,Employed,4
12450,139,sales,,0.892388254,5,,low,0.586333497,Employed,3
12451,235,IT,,0.959336692,5,,low,0.791069753,Left,5
12452,152,IT,,0.755435003,5,,medium,0.904543217,Employed,3
12453,206,sales,,1,6,,medium,0.783548167,Left,5
12454,220,support,,0.914523006,3,,low,0.900303451,Employed,3
12455,143,IT,,0.492161737,2,,medium,0.442231375,Left,3
12456,274,sales,,0.911148203,4,,low,0.809596736,Left,5
12457,251,sales,,0.806318203,5,,low,0.761070229,Employed,2
12458,150,support,,,3,,low,0.847761402,Employed,3
12459,260,engineering,,0.532909204,4,,medium,0.701936089,Employed,3
12460,253,engineering,1,0.82036753,5,,low,0.82622765,Employed,3
12461,205,sales,1,0.451318296,2,,low,0.863335873,Employed,5
12462,145,finance,,0.444157922,2,,medium,0.399028236,Left,3
12463,214,engineering,,0.485052083,5,,low,1,Employed,2
12464,182,management,1,0.575612877,5,,medium,0.966635763,Employed,3
12465,283,support,,0.904891737,6,,low,0.13433944,Left,4
12466,211,support,,0.781253843,2,,low,0.784678456,Left,3
12467,257,support,,0.783837011,6,,low,0.078734361,Left,4
12468,138,management,,0.600414219,4,,medium,0.758519408,Employed,3
12469,258,engineering,,0.994078333,5,,low,0.826919041,Left,5
12470,124,sales,,,2,,low,0.436343009,Employed,3
12471,140,procurement,,0.579808913,3,,low,0.728194941,Employed,2
12472,110,product,,0.503308288,4,,low,0.918596488,Employed,3
12473,215,support,,0.478209233,6,,low,0.935886855,Employed,4
12474,133,engineering,,0.550256581,2,,medium,0.407488822,Left,3
12475,140,sales,,0.500388133,3,,high,0.615527179,Employed,2
12476,261,engineering,,0.64284359,4,,low,0.963780962,Employed,3
12477,270,engineering,,0.487316813,5,,medium,0.799451674,Employed,3
12478,203,sales,,0.750357834,3,,medium,0.227306498,Employed,3
12479,286,IT,,0.952130887,6,,medium,0.121376791,Left,4
12480,245,,,0.760695706,3,,medium,1,Employed,3
12481,286,engineering,,0.877537244,3,,medium,0.931832307,Employed,4
12482,138,sales,,0.48656674,2,,low,0.398036125,Left,3
12483,209,engineering,,,3,,low,0.928158328,Employed,2
12484,182,marketing,,0.688302813,5,,low,1,Employed,3
12485,308,engineering,,0.932072485,6,,low,0.112795218,Left,4
12486,202,support,,0.690783249,4,,low,0.732318239,Employed,2
12487,272,sales,,,5,,medium,0.866902393,Employed,2
12488,235,support,,,4,,low,0.628873295,Employed,3
12489,258,finance,,0.879334063,5,,low,0.753106749,Left,5
12490,199,management,,0.7700476,4,,medium,0.177952696,Employed,5
12491,306,sales,,0.831450448,6,,low,0.163924143,Left,4
12492,110,product,,0.547154556,4,,low,0.918461934,Employed,3
12493,100,temp,,,2,,medium,,Employed,
12494,196,IT,1,0.857610635,4,,low,0.779149503,Employed,4
12495,251,marketing,,0.633976046,3,,low,0.705024169,Employed,2
12496,150,engineering,1,0.654112651,3,,medium,0.753187911,Employed,2
12497,297,engineering,,0.868448909,7,,low,0.154033235,Left,4
12498,163,sales,,0.532203181,5,,low,0.577521229,Employed,3
12499,295,product,,0.792468089,6,,medium,0.095336197,Left,4
12500,139,engineering,,0.840775413,4,,medium,0.970891176,Employed,8
12501,225,product,,0.843537125,5,,low,0.945403811,Left,5
12502,131,support,,0.58958368,4,,low,0.975071425,Employed,5
12503,217,product,,0.944896236,5,,medium,0.7955814,Left,6
12504,247,management,,0.929085467,6,,medium,0.125965771,Left,4
12505,254,engineering,1,0.68935167,3,,medium,0.519999549,Employed,2
12506,251,,1,0.729937664,3,,low,1,Employed,2
12507,176,,1,0.670396414,4,,medium,0.486458063,Employed,3
12508,306,IT,,0.89564983,6,,low,0.129923258,Left,4
12509,178,engineering,,0.624324838,3,,medium,0.561910067,Employed,2
12510,250,sales,,0.505448446,3,,medium,0.807197184,Employed,5
12511,131,sales,,0.488480053,2,,medium,0.410824824,Left,3
12512,161,product,,0.896246203,3,,medium,1,Employed,3
12513,202,finance,,0.824623553,5,,low,0.277497295,Employed,5
12514,237,IT,,0.996043443,5,,medium,0.803598198,Left,5
12515,178,engineering,1,,3,,high,0.50368159,Employed,3
12516,232,information_technology,1,0.995106404,3,,low,0.832653008,Employed,2
12517,231,sales,,0.968307003,3,,medium,0.960562838,Employed,6
12518,160,sales,,1,3,,medium,0.770070418,Employed,3
12519,205,finance,,0.98103883,3,,low,0.667384374,Employed,4
12520,249,engineering,1,0.661183975,3,,low,0.451367505,Employed,2
12521,240,IT,,0.729903667,3,,low,0.596792167,Employed,3
12522,240,support,,1,5,,low,0.831464378,Left,5
12523,246,sales,,0.880054271,4,,medium,0.870777314,Left,5
12524,154,IT,,0.747581191,2,,medium,0.867744881,Employed,3
12525,257,management,,0.506019494,4,,high,0.560261095,Employed,2
12526,203,sales,,0.849942852,4,,medium,0.769483343,Employed,2
12527,286,support,,,5,,high,0.442351685,Employed,3
12528,142,IT,,0.479522163,2,,low,0.427721397,Left,3
12529,187,engineering,,0.599422302,3,,low,0.774278976,Employed,3
12530,252,sales,,,3,,medium,0.608743961,Employed,3
12531,139,marketing,,0.585045996,2,,low,0.432417284,Left,3
12532,196,engineering,,0.579640132,5,,medium,1,Employed,3
12533,204,product,,0.96427181,3,,low,0.807531308,Employed,2
12534,226,sales,,0.742328541,4,,medium,0.824205789,Employed,3
12535,161,engineering,,0.473469374,2,,low,0.479577124,Left,3
12536,251,support,,0.933900648,5,,medium,0.834529369,Left,5
12537,218,engineering,,1,5,,medium,0.852320558,Left,5
12538,158,finance,,0.944925849,3,,low,0.657296301,Employed,2
12539,273,support,1,,3,,low,0.790493161,Employed,2
12540,242,finance,,0.62652983,3,,low,0.864080224,Employed,3
12541,296,engineering,,0.922566814,6,,low,0.092454606,Left,4
12542,158,support,,0.774128344,5,,low,0.817867382,Employed,2
12543,171,,,0.943316209,4,,low,0.559023336,Employed,2
12544,161,engineering,,0.81626972,6,,low,0.670800389,Left,4
12545,260,sales,1,0.535577733,4,,low,0.871313342,Employed,2
12546,147,sales,,0.563476612,2,,medium,0.420196679,Left,3
12547,267,IT,,0.457430961,3,,medium,0.862967772,Employed,3
12548,261,finance,,0.957504318,4,,low,0.521079014,Employed,3
12549,263,product,,0.902560247,3,,medium,0.470955093,Employed,3
12550,69,temp,,,1,,medium,,Employed,
12551,254,sales,,0.993115237,7,,low,0.072602518,Left,4
12552,222,engineering,,0.734588095,5,,low,0.541810493,Employed,3
12553,152,sales,,0.89341619,4,,medium,0.56194963,Employed,3
12554,203,sales,,0.649947598,3,,low,0.544805264,Employed,3
12555,224,support,1,0.528103617,4,,medium,0.765012292,Employed,4
12556,246,,,0.518570813,5,,low,0.617457282,Employed,2
12557,131,sales,,0.808679928,5,,low,0.277597011,Employed,5
12558,256,,,0.622816019,4,,low,0.72390828,Employed,3
12559,245,sales,,0.850785439,6,,medium,0.225083797,Employed,5
12560,175,sales,,0.877362102,3,1,medium,0.726425819,Employed,3
12561,286,IT,,0.918749715,6,,medium,0.085787319,Left,4
12562,222,,,0.690417558,4,1,high,0.741976675,Employed,3
12563,234,sales,,0.791547506,3,,low,0.987982058,Employed,3
12564,225,sales,,0.48420087,4,,medium,0.948228517,Employed,3
12565,263,management,,0.802576502,6,,high,0.247401288,Employed,7
12566,267,engineering,,,5,,low,0.661591659,Employed,3
12567,140,sales,,0.398982506,4,,low,0.506271485,Employed,2
12568,273,engineering,,,4,,low,0.906040257,Employed,2
12569,151,management,,0.655299704,4,1,medium,0.928380463,Employed,3
12570,169,finance,,0.815409121,4,,low,0.921359472,Employed,4
12571,253,sales,,0.712256511,4,,low,0.594174858,Employed,2
12572,151,IT,,,4,,high,0.618389766,Employed,3
12573,133,support,,0.997095811,3,,low,0.674213953,Employed,3
12574,235,engineering,,0.763196193,3,,high,0.243445098,Employed,4
12575,144,management,,0.709270062,6,1,high,0.109063844,Employed,7
12576,210,support,,0.823005886,4,,low,0.693132738,Employed,3
12577,81,temp,,,1,,high,,Employed,
12578,147,support,,0.501640463,3,,low,0.986296497,Employed,3
12579,248,support,,0.691575168,4,,medium,0.215912015,Employed,3
12580,235,support,1,,5,,low,0.944140922,Employed,3
12581,240,marketing,1,0.498747108,3,,low,0.143220554,Employed,2
12582,142,product,,0.441911861,6,,medium,0.568934598,Employed,3
12583,161,marketing,,0.95589324,4,,low,0.733583034,Employed,3
12584,134,IT,,0.528841135,2,,low,0.400464015,Left,3
12585,212,engineering,,0.988694937,3,,medium,0.776156145,Employed,3
12586,81,temp,,,2,,medium,,Employed,
12587,167,engineering,,0.952778091,4,,medium,0.627086252,Employed,2
12588,174,IT,,0.784389266,6,,medium,0.422143358,Employed,10
12589,132,support,,0.454622269,2,,medium,0.539719695,Employed,3
12590,214,engineering,,0.519318032,4,,low,0.933588231,Employed,3
12591,236,support,1,0.593433532,5,,high,0.577485311,Employed,4
12592,202,sales,,0.698555031,5,,low,0.684068537,Employed,6
12593,240,engineering,,0.949169908,4,,medium,0.826470701,Employed,6
12594,246,support,,0.994831698,4,,low,0.508395443,Employed,3
12595,195,marketing,,0.825241606,4,,low,0.741967042,Employed,3
12596,230,engineering,,0.533454361,5,,low,0.752654151,Employed,2
12597,257,,,0.945140354,3,,medium,0.99480965,Employed,2
12598,234,marketing,,0.962254392,5,,medium,0.849573685,Left,5
12599,232,sales,,0.819492719,5,,low,0.216654064,Left,3
12600,255,management,,0.818115219,4,,low,0.791655913,Left,5
12601,226,support,,0.909431012,5,,low,0.827280658,Left,6
12602,133,engineering,,,5,,low,0.475211244,Employed,3
12603,165,IT,,0.853617392,2,,medium,0.354283091,Employed,3
12604,284,sales,,0.906134823,6,,low,0.098405786,Left,4
12605,258,IT,,0.728534234,3,,low,0.566671774,Employed,3
12606,286,IT,,0.884234584,6,,medium,0.0858036,Left,4
12607,216,support,,0.505359272,5,,medium,0.631070658,Employed,3
12608,233,sales,,0.584133326,3,1,medium,0.587232916,Employed,3
12609,132,IT,,,2,,medium,0.380469078,Left,3
12610,169,IT,,0.715371715,4,,low,0.779457657,Employed,4
12611,152,marketing,,0.510015868,3,,low,0.826530876,Employed,2
12612,134,sales,,0.573718856,2,,low,0.438261854,Left,3
12613,151,sales,,0.592720408,3,,medium,0.944176113,Employed,3
12614,188,sales,,0.478583283,3,,medium,0.437878362,Employed,7
12615,231,sales,,,2,,low,0.532007864,Employed,2
12616,267,sales,,0.502046177,4,,low,0.889302568,Employed,3
12617,162,engineering,1,0.744426759,3,,medium,0.778188008,Employed,2
12618,233,sales,,0.835392177,5,1,medium,0.622064074,Employed,7
12619,186,product,,0.788452222,3,,medium,0.847315166,Employed,3
12620,217,sales,,0.714475924,4,,medium,0.886431771,Employed,3
12621,284,admin,,0.883544487,6,,low,0.104351344,Left,4
12622,193,finance,,0.492189949,4,,high,0.670355244,Employed,3
12623,175,sales,,0.732899033,5,,low,0.796075642,Employed,3
12624,167,management,,0.876366009,4,,high,0.588362311,Employed,4
12625,101,temp,,,1,,medium,,Employed,
12626,164,sales,,0.770425236,3,,medium,1,Employed,3
12627,175,engineering,,0.896945612,4,,low,0.273110373,Employed,6
12628,218,sales,,0.630527263,4,,low,0.879503142,Employed,3
12629,160,support,,0.617626426,2,,low,0.647948102,Employed,4
12630,187,sales,,0.852827469,4,,low,0.925610431,Employed,3
12631,223,IT,,0.766142922,3,,low,0.737215499,Employed,4
12632,256,support,,0.923410459,5,,medium,0.933200268,Employed,4
12633,225,support,,0.80825168,4,,medium,0.972774297,Employed,2
12634,277,product,,1,6,,medium,0.064147978,Left,4
12635,193,finance,,0.690123048,4,,low,0.994234972,Employed,4
12636,230,engineering,1,0.868184833,3,,low,1,Employed,3
12637,148,marketing,,0.55083482,2,,high,0.43260416,Left,3
12638,228,sales,,0.712507429,5,,high,0.790980034,Employed,2
12639,211,sales,,0.486607434,3,,medium,0.909699824,Employed,7
12640,164,sales,,0.749481297,4,,low,0.589632205,Left,2
12641,222,sales,,0.983886062,5,1,medium,0.869829283,Employed,3
12642,182,sales,,0.474114199,2,,low,0.507736488,Employed,3
12643,275,engineering,,0.803879056,6,,low,0.140371899,Employed,6
12644,264,engineering,,0.941203516,3,,low,0.769957361,Employed,3
12645,244,support,,0.557571172,4,,medium,0.282286195,Employed,2
12646,236,sales,,0.906877205,3,,high,0.60326561,Employed,4
12647,238,management,1,0.790329292,4,,medium,0.964558515,Employed,3
12648,161,procurement,,,2,,medium,0.386641255,Left,3
12649,265,IT,,0.790513664,5,,low,0.666048805,Employed,3
12650,229,marketing,,0.965469941,5,,medium,0.457796573,Employed,4
12651,256,finance,,,5,,medium,0.735409084,Employed,3
12652,208,engineering,1,0.896245645,4,,low,0.995902052,Employed,2
12653,191,admin,,0.500744454,5,,medium,0.388534373,Employed,5
12654,251,support,,0.597015831,2,,low,0.705352525,Employed,3
12655,208,support,1,0.832147083,2,,medium,0.929779736,Employed,3
12656,213,support,1,,3,,low,0.789453561,Employed,3
12657,170,engineering,,0.778758511,2,,high,0.396276152,Employed,3
12658,207,sales,,0.428800518,2,,medium,0.663526918,Employed,7
12659,198,finance,,0.996171923,3,,low,0.508140103,Employed,4
12660,190,engineering,,0.655489266,4,,medium,0.682223913,Employed,4
12661,103,marketing,,0.409888156,2,,medium,0.65251696,Employed,8
12662,208,IT,,0.607462135,5,,low,0.574723818,Employed,3
12663,135,sales,,0.879560324,3,,medium,0.826480343,Employed,2
12664,243,sales,,,4,,medium,0.741801486,Employed,3
12665,271,engineering,,0.587848491,4,,high,0.506441158,Employed,3
12666,100,engineering,,0.732744416,2,,low,0.672583372,Employed,4
12667,226,sales,,0.612489919,4,,low,0.559706678,Employed,7
12668,211,,,0.546557745,4,,low,0.355238206,Employed,4
12669,185,management,,0.625242006,4,,low,0.523497242,Employed,3
12670,245,support,,0.775809975,5,,high,0.696608749,Employed,4
12671,225,engineering,,0.587842248,3,,low,0.57321196,Employed,2
12672,160,IT,,0.707289715,3,,medium,0.817072392,Employed,2
12673,190,management,1,0.623881965,4,,low,0.95281815,Employed,10
12674,114,support,,0.697048499,5,,medium,0.635425479,Employed,6
12675,139,IT,,0.477560172,3,,medium,0.235672768,Employed,4
12676,217,engineering,,0.740401384,3,,medium,0.914119424,Employed,2
12677,289,support,1,0.89141711,6,,low,0.05558326,Left,4
12678,242,engineering,,0.653826648,2,,low,0.284840783,Employed,6
12679,180,finance,,0.603903602,3,,low,0.585569586,Employed,3
12680,224,,1,0.51609682,5,,low,0.489607204,Employed,2
12681,229,support,,0.98599927,3,,medium,0.80120648,Employed,6
12682,184,engineering,,0.955987652,4,,medium,0.533697706,Employed,3
12683,188,sales,,0.866271351,3,,low,0.666093325,Employed,4
12684,278,support,,0.952914142,6,,medium,0.093098197,Left,4
12685,269,sales,1,0.78323142,5,,low,0.567539099,Employed,5
12686,195,,,0.767618606,2,,low,0.579979716,Employed,3
12687,271,IT,,0.973591698,5,,low,0.808291276,Left,6
12688,223,sales,1,0.678565516,3,,low,0.18968068,Employed,4
12689,155,marketing,,0.473211523,2,,medium,0.324431848,Left,3
12690,218,engineering,1,0.564657446,2,,low,0.557591633,Employed,2
12691,189,engineering,1,0.974992799,3,,high,0.678801754,Employed,3
12692,247,management,,0.98922721,6,,medium,0.123806847,Left,4
12693,188,engineering,,0.757644998,4,,low,0.162288023,Employed,5
12694,139,,,0.512444984,2,,low,0.384667816,Left,3
12695,156,engineering,,0.451953225,2,,medium,0.410197751,Left,3
12696,143,IT,,0.736903408,4,,medium,0.897821286,Employed,3
12697,162,sales,,0.872361074,4,,medium,0.587701011,Employed,3
12698,265,IT,,0.838128428,5,,low,0.694368718,Employed,3
12699,244,support,,0.804287304,7,,low,0.096734976,Left,4
12700,162,sales,,0.616772709,3,,medium,0.787267017,Employed,2
12701,149,sales,,0.544532685,2,,low,0.487469059,Left,3
12702,162,support,,0.97437868,3,,medium,0.513711972,Employed,4
12703,173,engineering,,0.484482464,5,,medium,0.462348041,Employed,5
12704,229,support,,0.890618209,4,,low,0.790750544,Left,5
12705,103,support,,0.350794945,2,,medium,0.481622204,Employed,3
12706,149,support,,0.96575514,3,,medium,0.95271538,Employed,3
12707,255,information_technology,,0.975631184,4,,medium,0.831154361,Left,5
12708,221,sales,,0.511660048,2,,low,0.461581212,Employed,6
12709,154,product,,0.913899231,3,,medium,0.818018408,Employed,2
12710,199,sales,1,0.778387804,5,,medium,0.967178906,Employed,10
12711,181,product,,0.658602066,6,,high,0.832884951,Employed,4
12712,103,marketing,,0.407526924,2,,medium,0.634173243,Employed,8
12713,258,finance,,,3,,low,0.606530455,Employed,2
12714,261,sales,,0.892054747,3,,low,0.886763115,Employed,4
12715,87,temp,,,1,,medium,,Employed,
12716,245,product,1,0.684581701,3,,low,0.977100492,Employed,2
12717,243,engineering,,0.861494241,3,,medium,0.73594462,Employed,4
12718,127,temp,1,,3,,medium,,Left,
12719,217,support,,,4,,medium,0.78331606,Employed,3
12720,111,temp,,,2,,medium,,Left,
12721,242,sales,,0.930466603,3,,medium,0.705720073,Employed,8
12722,115,marketing,1,0.391188496,5,,high,0.162576302,Employed,6
12723,173,marketing,1,0.930391798,3,,medium,0.667821154,Employed,2
12724,256,support,,0.929224342,6,,low,0.14157384,Left,4
12725,188,engineering,,0.539337444,4,,low,0.775273736,Employed,6
12726,232,sales,,0.563006807,3,,low,0.788854712,Employed,2
